name	type	units	sampling_frequency
Fp1	EEG	uV	1024
AF7	EEG	uV	1024
AF3	EEG	uV	1024
F1	EEG	uV	1024
F3	EEG	uV	1024
F5	EEG	uV	1024
F7	EEG	uV	1024
FT7	EEG	uV	1024
FC5	EEG	uV	1024
FC3	EEG	uV	1024
FC1	EEG	uV	1024
C1	EEG	uV	1024
C3	EEG	uV	1024
C5	EEG	uV	1024
T7	EEG	uV	1024
TP7	EEG	uV	1024
CP5	EEG	uV	1024
CP3	EEG	uV	1024
CP1	EEG	uV	1024
P1	EEG	uV	1024
P3	EEG	uV	1024
P5	EEG	uV	1024
P7	EEG	uV	1024
P9	EEG	uV	1024
PO7	EEG	uV	1024
PO3	EEG	uV	1024
O1	EEG	uV	1024
Iz	EEG	uV	1024
Oz	EEG	uV	1024
POz	EEG	uV	1024
Pz	EEG	uV	1024
CPz	EEG	uV	1024
Fpz	EEG	uV	1024
Fp2	EEG	uV	1024
AF8	EEG	uV	1024
AF4	EEG	uV	1024
AFz	EEG	uV	1024
Fz	EEG	uV	1024
F2	EEG	uV	1024
F4	EEG	uV	1024
F6	EEG	uV	1024
F8	EEG	uV	1024
FT8	EEG	uV	1024
FC6	EEG	uV	1024
FC4	EEG	uV	1024
FC2	EEG	uV	1024
FCz	EEG	uV	1024
Cz	EEG	uV	1024
C2	EEG	uV	1024
C4	EEG	uV	1024
C6	EEG	uV	1024
T8	EEG	uV	1024
TP8	EEG	uV	1024
CP6	EEG	uV	1024
CP4	EEG	uV	1024
CP2	EEG	uV	1024
P2	EEG	uV	1024
P4	EEG	uV	1024
P6	EEG	uV	1024
P8	EEG	uV	1024
P10	EEG	uV	1024
PO8	EEG	uV	1024
PO4	EEG	uV	1024
O2	EEG	uV	1024
